timesteps,wall_s,episodes,ep_reward_mean,ep_pnl_mean,frac_noop,frac_buy,frac_sell,frac_spoof_buy,frac_spoof_sell,frac_cancel,manip_trades_per_1k,run_overs_per_1k
288000,382.5,20,-5.145727075863396,-63.98834244393602,0.157,0.00025,0.0005,0.1765,0.11,0.55575,0.25,1.25
292000,389.0,20,-3.306252270279219,-40.13110682654951,0.13625,0.00075,0.0005,0.21325,0.07675,0.5725,0.0,0.75
296000,395.6,20,-10.616223598230864,-118.2219949069029,0.09525,0.0005,0.00025,0.2415,0.0955,0.567,0.0,1.5
300000,402.2,20,-1.0660619063011836,-10.822597560974828,0.11275,0.00025,0.00125,0.24725,0.09675,0.54175,0.75,0.25
304000,409.1,20,-9.098127686337103,-110.57023267579771,0.1285,0.00075,0.00025,0.24275,0.11475,0.513,0.0,1.5
308000,416.1,20,-2.555493759433739,-31.286178275297242,0.143,0.0005,0.0005,0.21075,0.132,0.51325,0.0,0.5
312000,423.0,20,-4.550259595055832,-49.8751101181173,0.1335,0.00025,0.00075,0.212,0.1145,0.539,0.25,0.25
316000,429.8,20,-2.4884682659001554,-24.532406667408214,0.15325,0.00075,0.0005,0.24225,0.117,0.48625,0.25,1.25
320000,437.1,20,-0.4022248674067669,-2.7813842580706476,0.12775,0.00075,0.0005,0.265,0.11375,0.49225,0.0,1.0
324000,444.0,20,-4.791137580497889,-48.89540510144725,0.11175,0.0005,0.00025,0.285,0.113,0.4895,0.0,1.5
328000,451.0,20,-0.33792232484556733,1.3706024015869844,0.12025,0.001,0.0,0.269,0.0925,0.51725,0.25,0.75
332000,458.0,20,-8.554839597264072,-89.70612452563856,0.1,0.00075,0.0005,0.278,0.1195,0.50125,0.25,1.5
336000,464.9,20,-0.06050563345197588,-0.6533910647400262,0.09375,0.001,0.0,0.27075,0.103,0.5315,0.0,0.0
340000,471.8,20,-6.11816159671871,-72.28806117087952,0.12275,0.005,0.001,0.2665,0.11225,0.4925,1.5,0.75
344000,478.6,20,-7.523667565576034,-77.36053402918188,0.11025,0.0025,0.00075,0.23275,0.12875,0.525,0.5,0.75
348000,485.4,20,-5.185330463194987,-54.66594742394045,0.129,0.0025,0.0005,0.2355,0.1395,0.493,0.75,0.5
352000,492.0,20,-2.185221804655157,-29.613288724944322,0.107,0.00225,0.00025,0.22575,0.17,0.49475,0.5,1.5
356000,498.6,20,-7.155858622270171,-72.73276138531328,0.1285,0.002,0.0015,0.22275,0.18125,0.464,1.0,1.75
360000,505.1,20,-0.2490326278610155,5.842441562320164,0.12125,0.00125,0.00225,0.25975,0.202,0.4135,1.25,2.0
364000,511.3,20,-2.214224820077652,-24.40617425749024,0.1465,0.00175,0.00075,0.23625,0.17025,0.4445,0.75,0.75
368000,517.7,20,-1.0809094183554406,-8.315675154659584,0.14575,0.00225,0.00075,0.21575,0.18225,0.45325,1.0,1.0
372000,523.8,20,1.5119261783256661,20.450000070724673,0.12975,0.001,0.0005,0.1925,0.172,0.50425,0.0,0.75
376000,530.0,20,-7.24763480105903,-91.232079478555,0.137,0.00175,0.0,0.2065,0.1605,0.49425,0.25,1.5
380000,536.3,20,-3.530885668832343,-45.213485307606426,0.11525,0.0005,0.001,0.22225,0.153,0.508,0.5,0.75
384000,542.5,20,-7.2784753350599205,-80.17121781350343,0.1325,0.00025,0.00025,0.22425,0.14775,0.495,0.25,0.5
388000,548.9,20,-10.312419772730209,-124.30352598980335,0.154,0.00025,0.00125,0.22525,0.16325,0.456,0.25,1.25
392000,555.1,20,-1.1438766950101127,-7.85499990194694,0.15525,0.00025,0.0005,0.2545,0.14875,0.44075,0.5,1.0
396000,561.4,20,-1.8222999844234438,-21.69682345202018,0.152,0.00025,0.0,0.26075,0.15125,0.43575,0.25,0.5
400000,567.9,20,2.16003825860098,20.770752749626446,0.1305,0.00025,0.0005,0.26275,0.15925,0.44675,0.0,0.75
404000,574.4,20,6.941874144092435,88.14380786933252,0.13725,0.00125,0.001,0.265,0.1645,0.431,1.5,1.75
408000,581.0,20,-2.370218947180547,-26.508471390961496,0.12525,0.00075,0.00025,0.254,0.18175,0.438,0.25,1.25
412000,587.6,20,-6.408916977315675,-64.60034365926313,0.117,0.0005,0.00225,0.277,0.1645,0.43875,1.0,1.5
416000,594.3,20,-5.785795803065412,-71.30282644893904,0.13125,0.0005,0.0005,0.2575,0.1485,0.46175,0.0,2.25
420000,601.0,20,1.7345511030172929,12.412894314318146,0.13025,0.00025,0.00125,0.2715,0.142,0.45475,0.75,1.5
